0,-476.03,0,3.00
1,-432.51,0,5.91
2,-424.54,0,9.05
3,-456.04,0,12.25
4,-612.20,0,15.40
5,-325.72,0,18.56
6,-361.39,0,21.84
7,-420.20,0,25.12
8,-383.04,0,28.30
9,-585.23,0,31.49
10,-500.97,0,34.68
11,-353.74,0,37.85
12,-378.52,0,41.03
13,-343.91,0,44.21
14,-326.89,0,47.40
15,-372.79,0,50.60
16,-326.33,0,53.80
17,-390.94,0,56.98
18,-415.32,0,60.38
19,-337.78,0,63.58
20,-350.43,0,66.82
21,-375.06,0,70.06
22,-345.85,0,73.28
23,-357.13,0,76.47
24,-196.31,0,79.67
25,-292.12,0,82.95
26,-247.57,0,86.20
27,-479.92,0,89.61
28,-461.20,0,92.93
29,-352.83,0,96.15
30,-398.82,0,99.40
31,-343.49,0,102.76
32,-634.06,0,106.02
33,-255.34,0,109.27
34,-301.40,0,112.49
35,-244.95,0,115.71
36,-495.64,0,118.95
37,-359.23,0,122.21
38,-392.17,0,125.46
39,-453.76,0,128.70
40,-291.28,0,131.94
41,-232.72,0,135.18
42,-354.38,0,138.40
43,-436.61,0,141.62
44,-312.35,0,144.86
45,-377.55,0,148.07
46,-426.16,0,151.31
47,-329.03,0,154.52
48,-509.26,0,157.80
49,-407.73,0,161.23
50,-255.93,0,164.66
51,-378.68,0,167.92
52,-208.64,0,171.13
53,-412.93,0,174.38
54,-269.58,0,177.66
55,-435.31,0,180.91
56,-338.35,0,184.27
57,-365.87,0,187.81
58,-414.16,0,191.03
59,-427.91,0,194.27
60,-307.26,0,197.51
61,-310.01,0,200.74
62,-277.51,0,203.96
63,-581.10,0,207.17
64,-311.76,0,210.41
65,-349.90,0,213.63
66,-344.71,0,216.86
67,-278.42,0,220.09
68,-330.16,0,223.38
69,-417.30,0,226.61
70,-467.32,0,229.84
71,-374.09,0,233.15
72,-307.96,0,236.42
73,-441.70,0,239.69
74,-328.62,0,242.98
75,-287.49,0,246.25
76,-404.03,0,249.53
77,-347.08,0,252.80
78,-377.32,0,256.06
79,-345.83,0,259.30
80,-295.34,0,262.56
81,-425.03,0,265.82
82,-335.23,0,269.09
83,-402.22,0,272.34
84,-404.73,0,275.58
85,-245.91,0,278.83
86,-604.71,0,282.07
87,-193.67,0,285.32
88,-383.26,0,288.56
89,-489.96,0,291.84
90,-355.97,0,295.12
91,-501.34,0,298.42
92,-283.71,0,301.70
93,-405.32,0,304.96
94,-408.49,0,308.25
95,-272.33,0,311.54
96,-318.51,0,314.81
97,-315.88,0,318.09
98,-484.79,0,321.34
99,-469.61,0,324.66
100,-291.34,0,327.96
101,-404.46,0,331.47
102,-400.26,0,335.01
103,-278.61,0,338.37
104,-383.35,0,341.73
105,-352.26,0,345.12
106,-311.26,0,348.46
107,-268.37,0,351.93
108,-283.88,0,355.32
109,-311.27,0,358.78
110,-419.98,0,362.09
111,-233.30,0,365.55
112,-283.07,0,368.98
113,-383.26,0,372.39
114,-407.26,0,375.73
115,-408.25,0,379.09
116,-384.12,0,382.44
117,-385.50,0,385.84
118,-386.58,0,389.20
119,-256.62,0,392.58
120,-346.56,0,395.99
121,-288.44,0,399.35
122,-453.28,0,402.67
123,-343.83,0,406.07
124,-329.03,0,409.45
125,-377.09,0,412.79
126,-278.06,0,416.13
127,-330.92,0,419.49
128,-328.58,0,422.79
129,-376.27,0,426.18
130,-348.24,0,429.60
131,-419.76,0,432.98
132,-283.46,0,436.33
133,-342.50,0,439.69
134,-299.71,0,443.15
135,-266.57,0,446.51
136,-440.02,0,449.84
137,-337.75,0,453.15
138,-274.35,0,456.49
139,-346.80,0,459.80
140,-394.92,0,463.14
141,-369.55,0,466.44
142,-362.34,0,469.75
143,-352.19,0,473.08
144,-329.12,0,476.40
145,-336.79,0,479.71
146,-323.63,0,483.03
147,-456.67,0,486.35
148,-406.68,0,489.65
149,-321.59,0,492.96
150,-231.06,0,496.32
151,-322.14,0,499.69
152,-296.10,0,503.01
153,-449.16,0,506.35
154,-315.24,0,509.66
155,-366.11,0,513.00
156,-438.90,0,516.33
157,-344.76,0,519.65
158,-315.64,0,522.97
159,-299.94,0,526.27
160,-394.01,0,529.59
161,-427.44,0,532.91
162,-355.38,0,536.26
163,-327.10,0,539.57
164,-331.69,0,542.89
165,-277.04,0,546.24
166,-327.56,0,549.57
167,-372.38,0,552.90
168,-367.15,0,556.22
169,-344.95,0,559.54
170,-316.40,0,562.88
171,-330.48,0,566.22
172,-429.85,0,569.53
173,-338.32,0,572.85
174,-362.72,0,576.16
175,-384.65,0,579.46
176,-284.88,0,582.77
177,-328.40,0,586.15
178,-332.32,0,589.52
179,-296.86,0,592.84
180,-240.81,0,596.31
181,-302.50,0,599.86
182,-317.82,0,603.28
183,-267.40,0,606.65
184,-400.51,0,610.02
185,-294.76,0,613.47
186,-368.36,0,616.84
187,-390.36,0,620.19
188,-327.81,0,623.53
189,-234.45,0,626.89
190,-440.94,0,630.24
191,-320.38,0,633.59
192,-359.19,0,636.89
193,-278.55,0,640.20
194,-307.62,0,643.53
195,-422.21,0,646.86
196,-343.24,0,650.20
197,-309.10,0,653.54
198,-331.62,0,656.88
199,-416.37,0,660.24
200,-331.56,0,663.59
201,-365.75,0,666.95
202,-299.40,0,670.29
203,-297.57,0,673.63
204,-269.07,0,676.96
205,-226.55,0,680.29
206,-329.26,0,683.64
207,-354.23,0,686.98
208,-313.98,0,690.32
209,-383.37,0,693.66
210,-542.68,0,697.00
211,-543.70,0,700.32
212,-255.57,0,703.63
213,-254.07,0,706.95
214,-333.67,0,710.28
215,-246.40,0,713.62
216,-316.65,0,716.92
217,-484.84,0,720.24
218,-316.37,0,723.55
219,-324.31,0,726.99
220,-305.01,0,730.31
221,-258.09,0,733.62
222,-341.38,0,736.95
223,-232.75,0,740.34
224,-359.84,0,743.70
225,-364.41,0,747.06
226,-291.32,0,750.41
227,-343.68,0,753.76
228,-273.96,0,757.11
229,-281.56,0,760.45
230,-314.26,0,763.79
231,-280.05,0,767.14
232,-282.67,0,770.58
233,-356.50,0,774.02
234,-382.29,0,777.41
235,-334.34,0,780.75
236,-265.70,0,784.19
237,-281.76,0,787.54
238,-370.74,0,790.93
239,-252.37,0,794.34
240,-287.95,0,797.75
241,-282.44,0,801.12
242,-339.04,0,804.55
243,-468.08,0,807.96
244,-498.45,0,811.33
245,-402.26,0,814.74
