game,algorithm,seed,threshold,converged,episodes,restarts
StagHunt,Meta-MAPG+Restarts,12,4.0,True,165,1
StagHunt,Meta-MAPG+Restarts,13,4.0,True,202,2
StagHunt,Meta-MAPG+Restarts,14,4.0,True,204,4
StagHunt,Meta-MAPG+Restarts,15,4.0,True,226,3
StagHunt,Meta-MAPG+Restarts,16,4.0,True,646,10
StagHunt,Meta-MAPG+Restarts,17,4.0,True,102,2
StagHunt,Meta-MAPG+Restarts,18,4.0,True,204,4
StagHunt,Meta-MAPG+Restarts,19,4.0,True,358,5
StagHunt,Meta-MAPG+Restarts,20,4.0,True,204,4
StagHunt,Meta-MAPG+Restarts,21,4.0,True,125,1
StagHunt,Meta-MAPG+Restarts,22,4.0,True,255,5
StagHunt,Meta-MAPG+Restarts,23,4.0,True,195,2
StagHunt,Meta-MAPG+Restarts,24,4.0,True,529,8
StagHunt,Meta-MAPG+Restarts,25,4.0,True,134,1
StagHunt,Meta-MAPG+Restarts,26,4.0,True,132,1
StagHunt,Meta-MAPG+Restarts,27,4.0,True,643,11
StagHunt,Meta-MAPG+Restarts,28,4.0,True,298,4
StagHunt,Meta-MAPG+Restarts,29,4.0,True,306,6
StagHunt,Meta-MAPG+Restarts,30,4.0,True,657,11
StagHunt,Meta-MAPG+Restarts,31,4.0,True,369,6
StagHunt,Meta-MAPG+Restarts,32,4.0,True,137,1
StagHunt,Meta-MAPG+Restarts,33,4.0,True,717,12
StagHunt,Meta-MAPG+Restarts,34,4.0,True,255,5
StagHunt,Meta-MAPG+Restarts,35,4.0,True,170,1
StagHunt,Meta-MAPG+Restarts,36,4.0,True,218,2
StagHunt,Meta-MAPG+Restarts,37,4.0,True,111,1
StagHunt,Meta-MAPG+Restarts,38,4.0,True,181,1
StagHunt,Meta-MAPG+Restarts,39,4.0,True,173,1
StagHunt,Meta-MAPG+Restarts,40,4.0,True,127,2
StagHunt,Meta-MAPG+Restarts,41,4.0,True,367,5
StagHunt,Meta-MAPG+Restarts,42,4.0,True,729,12
StagHunt,Meta-MAPG+Restarts,43,4.0,True,246,3
StagHunt,Meta-MAPG+Restarts,44,4.0,True,204,4
StagHunt,Meta-MAPG+Restarts,45,4.0,True,370,5
StagHunt,Meta-MAPG+Restarts,46,4.0,True,201,1
StagHunt,Meta-MAPG+Restarts,47,4.0,True,280,4
StagHunt,Meta-MAPG+Restarts,48,4.0,True,164,1
StagHunt,Meta-MAPG+Restarts,49,4.0,True,408,8
StagHunt,Meta-MAPG+Restarts,50,4.0,True,51,1
StagHunt,Meta-MAPG+Restarts,51,4.0,True,164,1
StagHunt,Meta-MAPG+Restarts,52,4.0,False,1000,19
StagHunt,Meta-MAPG+Restarts,53,4.0,True,351,5
StagHunt,Meta-MAPG+Restarts,54,4.0,True,204,4
StagHunt,Meta-MAPG+Restarts,55,4.0,True,273,3
StagHunt,Meta-MAPG+Restarts,56,4.0,True,216,2
StagHunt,Meta-MAPG+Restarts,57,4.0,True,169,1
StagHunt,Meta-MAPG+Restarts,58,4.0,True,374,6
StagHunt,Meta-MAPG+Restarts,59,4.0,True,913,16
StagHunt,Meta-MAPG+Restarts,60,4.0,True,107,2
StagHunt,Meta-MAPG+Restarts,61,4.0,True,204,4
StagHunt,Meta-MAPG+Restarts,62,4.0,True,380,5
StagHunt,Meta-MAPG+Restarts,63,4.0,True,151,2
StagHunt,Meta-MAPG+Restarts,64,4.0,True,134,1
StagHunt,Meta-MAPG+Restarts,65,4.0,True,669,11
StagHunt,Meta-MAPG+Restarts,66,4.0,True,580,9
StagHunt,Meta-MAPG+Restarts,67,4.0,True,257,4
StagHunt,Meta-MAPG+Restarts,68,4.0,True,150,2
StagHunt,Meta-MAPG+Restarts,69,4.0,True,175,1
StagHunt,Meta-MAPG+Restarts,70,4.0,True,208,2
StagHunt,Meta-MAPG+Restarts,71,4.0,True,178,1
StagHunt,Meta-MAPG+Restarts,72,4.0,True,209,2
StagHunt,Meta-MAPG+Restarts,73,4.0,True,287,5
StagHunt,Meta-MAPG+Restarts,74,4.0,True,225,2
StagHunt,Meta-MAPG+Restarts,75,4.0,True,163,1
StagHunt,Meta-MAPG+Restarts,76,4.0,True,197,2
StagHunt,Meta-MAPG+Restarts,77,4.0,True,150,1
StagHunt,Meta-MAPG+Restarts,78,4.0,True,264,3
StagHunt,Meta-MAPG+Restarts,79,4.0,True,157,1
StagHunt,Meta-MAPG+Restarts,80,4.0,True,605,9
StagHunt,Meta-MAPG+Restarts,81,4.0,True,429,7
StagHunt,Meta-MAPG+Restarts,82,4.0,True,192,1
StagHunt,Meta-MAPG+Restarts,83,4.0,True,317,4
StagHunt,Meta-MAPG+Restarts,84,4.0,True,142,2
StagHunt,Meta-MAPG+Restarts,85,4.0,True,455,7
StagHunt,Meta-MAPG+Restarts,86,4.0,True,170,1
StagHunt,Meta-MAPG+Restarts,87,4.0,True,102,2
StagHunt,Meta-MAPG+Restarts,88,4.0,True,224,2
StagHunt,Meta-MAPG+Restarts,89,4.0,True,269,3
StagHunt,Meta-MAPG+Restarts,90,4.0,True,370,7
StagHunt,Meta-MAPG+Restarts,91,4.0,True,188,1
StagHunt,Meta-MAPG+Restarts,92,4.0,True,338,4
StagHunt,Meta-MAPG+Restarts,93,4.0,True,298,3
StagHunt,Meta-MAPG+Restarts,94,4.0,True,378,5
StagHunt,Meta-MAPG+Restarts,95,4.0,True,543,8
StagHunt,Meta-MAPG+Restarts,96,4.0,True,816,16
StagHunt,Meta-MAPG+Restarts,97,4.0,True,153,3
StagHunt,Meta-MAPG+Restarts,98,4.0,True,176,1
StagHunt,Meta-MAPG+Restarts,99,4.0,True,337,4
