threshold,seed,converged,episodes,restarts
4.5,82,False,2000,19
5.0,82,False,2000,19
6.0,82,False,2000,19
0.0,83,False,2000,0
1.0,83,False,2000,0
2.0,83,False,2000,0
2.5,83,False,2000,1
2.8,83,True,653,2
3.0,83,False,2000,4
3.2,83,False,2000,19
3.5,83,False,2000,19
3.8,83,False,2000,19
4.0,83,False,2000,19
4.5,83,False,2000,19
5.0,83,False,2000,19
6.0,83,False,2000,19
0.0,84,False,2000,0
1.0,84,False,2000,0
2.0,84,False,2000,0
2.5,84,False,2000,1
2.8,84,False,2000,1
3.0,84,True,958,4
3.2,84,True,958,4
3.5,84,True,1663,12
3.8,84,True,1559,13
4.0,84,True,1559,13
4.5,84,True,1619,15
5.0,84,True,1639,16
6.0,84,True,1639,16
0.0,85,False,2000,0
1.0,85,False,2000,0
2.0,85,False,2000,0
2.5,85,False,2000,1
2.8,85,False,2000,6
3.0,85,False,2000,14
3.2,85,False,2000,19
3.5,85,False,2000,19
3.8,85,False,2000,19
4.0,85,False,2000,19
4.5,85,False,2000,19
5.0,85,False,2000,19
6.0,85,False,2000,19
0.0,86,False,2000,0
1.0,86,False,2000,0
2.0,86,False,2000,0
2.5,86,False,2000,1
2.8,86,True,775,2
3.0,86,True,1161,5
3.2,86,True,1018,4
3.5,86,True,835,4
3.8,86,False,2000,19
4.0,86,False,2000,19
4.5,86,False,2000,19
5.0,86,False,2000,19
6.0,86,False,2000,19
0.0,87,False,2000,0
1.0,87,False,2000,0
2.0,87,False,2000,0
2.5,87,False,2000,1
2.8,87,False,2000,7
3.0,87,False,2000,3
3.2,87,False,2000,19
3.5,87,False,2000,19
3.8,87,False,2000,19
4.0,87,False,2000,19
4.5,87,False,2000,19
5.0,87,False,2000,19
6.0,87,False,2000,19
0.0,88,False,2000,0
1.0,88,False,2000,0
2.0,88,False,2000,0
2.5,88,False,2000,3
2.8,88,False,2000,6
3.0,88,True,580,2
3.2,88,True,580,2
3.5,88,True,657,3
3.8,88,False,2000,19
4.0,88,False,2000,19
4.5,88,False,2000,19
5.0,88,False,2000,19
6.0,88,False,2000,19
0.0,89,False,2000,0
1.0,89,False,2000,0
2.0,89,False,2000,0
2.5,89,False,2000,2
2.8,89,False,2000,1
3.0,89,False,2000,1
3.2,89,False,2000,19
3.5,89,False,2000,19
3.8,89,False,2000,19
4.0,89,False,2000,19
4.5,89,False,2000,19
5.0,89,False,2000,19
6.0,89,False,2000,19
0.0,90,False,2000,0
1.0,90,False,2000,0
2.0,90,False,2000,0
2.5,90,False,2000,2
2.8,90,True,816,2
3.0,90,True,816,2
3.2,90,True,816,2
3.5,90,True,1175,8
3.8,90,True,1257,10
4.0,90,False,2000,19
4.5,90,False,2000,19
5.0,90,False,2000,19
6.0,90,False,2000,19
0.0,91,False,2000,0
1.0,91,False,2000,0
2.0,91,False,2000,0
2.5,91,False,2000,1
2.8,91,False,2000,1
3.0,91,False,2000,7
3.2,91,False,2000,19
3.5,91,False,2000,19
3.8,91,False,2000,19
4.0,91,False,2000,19
4.5,91,False,2000,19
5.0,91,False,2000,19
6.0,91,False,2000,19
0.0,92,False,2000,0
1.0,92,False,2000,0
2.0,92,False,2000,0
2.5,92,False,2000,1
2.8,92,False,2000,1
3.0,92,False,2000,4
3.2,92,False,2000,19
3.5,92,False,2000,19
3.8,92,False,2000,19
4.0,92,False,2000,19
4.5,92,False,2000,19
5.0,92,False,2000,19
6.0,92,False,2000,19
0.0,93,False,2000,0
1.0,93,False,2000,0
2.0,93,False,2000,0
2.5,93,False,2000,1
2.8,93,False,2000,4
3.0,93,True,1139,3
3.2,93,False,2000,19
3.5,93,False,2000,19
3.8,93,False,2000,19
4.0,93,False,2000,19
4.5,93,False,2000,19
5.0,93,False,2000,19
6.0,93,False,2000,19
0.0,94,False,2000,0
1.0,94,False,2000,0
2.0,94,False,2000,0
2.5,94,False,2000,1
2.8,94,False,2000,1
3.0,94,False,2000,11
3.2,94,False,2000,19
3.5,94,False,2000,19
3.8,94,False,2000,19
4.0,94,False,2000,19
4.5,94,False,2000,19
5.0,94,False,2000,19
6.0,94,False,2000,19
0.0,95,False,2000,0
1.0,95,False,2000,0
2.0,95,False,2000,0
2.5,95,True,931,4
2.8,95,True,1662,12
3.0,95,True,1662,12
3.2,95,True,1711,13
3.5,95,True,1654,13
3.8,95,True,1654,13
4.0,95,True,1668,14
4.5,95,True,1614,15
5.0,95,True,1614,15
6.0,95,True,1614,15
0.0,96,False,2000,0
1.0,96,False,2000,0
2.0,96,False,2000,0
2.5,96,False,2000,1
2.8,96,False,2000,1
3.0,96,False,2000,2
3.2,96,False,2000,19
3.5,96,False,2000,19
3.8,96,False,2000,19
4.0,96,False,2000,19
4.5,96,False,2000,19
5.0,96,False,2000,19
6.0,96,False,2000,19
0.0,97,False,2000,0
1.0,97,False,2000,0
2.0,97,False,2000,0
2.5,97,False,2000,1
2.8,97,True,811,1
3.0,97,False,2000,4
3.2,97,True,1684,10
3.5,97,True,1734,15
3.8,97,True,1734,15
4.0,97,True,1734,15
4.5,97,False,2000,19
5.0,97,False,2000,19
6.0,97,False,2000,19
0.0,98,False,2000,0
1.0,98,False,2000,0
2.0,98,False,2000,0
2.5,98,False,2000,2
2.8,98,False,2000,2
3.0,98,False,2000,6
3.2,98,False,2000,19
3.5,98,False,2000,19
3.8,98,False,2000,19
4.0,98,False,2000,19
4.5,98,False,2000,19
5.0,98,False,2000,19
6.0,98,False,2000,19
0.0,99,False,2000,0
1.0,99,False,2000,0
2.0,99,False,2000,0
2.5,99,False,2000,1
2.8,99,False,2000,4
3.0,99,False,2000,6
3.2,99,False,2000,19
3.5,99,False,2000,19
3.8,99,False,2000,19
4.0,99,False,2000,19
4.5,99,False,2000,19
5.0,99,False,2000,19
6.0,99,False,2000,19
